taxa,PC1,PC2
17SGH00019,31.0265939485769,-6.45225826601787
17SGH00022,-16.2644827140293,14.603468816818
17SGH00059,13.390195187134,26.6035122929764
17SGH00060,3.73022985724032,18.9417412653231
17SGH00069,0.773333370012295,-1.37044204109067
17SGH00079,7.38581564170956,20.3868627093839
17SGH00091,16.6229247611774,20.363832449016
17SGH00092,2.70213809534661,20.5461422832968
17SGH00098,27.6080589519525,-6.74485345164592
17SGH00108,29.5884077369327,5.28311820668422
17SGH00117,20.9402557074536,13.9345148532018
17SGH00157,20.0018352682986,-7.70235724877063
17SGH00161,-17.2751820441242,-0.381317634660263
17SGH00166,19.0473259156189,19.9241784755405
17SGH00195,-29.3552059439693,7.58951404033162
17SGH00199,-15.3965277829915,1.49775733388525
17SGH00217,1.23718445618009,19.4452262773671
17SGH00226,-0.159533068370916,-0.0696187644147324
17SGH00228,7.34760628599177,-6.4011621482769
17SGH00242,0.19080635366278,4.22428392907547
17SGH00253,7.48325409486031,6.74527312566938
17SGH00267,5.06107836864015,1.47028457092739
17SGH00281,-2.8334997227123,-1.3295269230591
17SGH00304,5.2176649534,10.7809834132217
17SGH00309,-6.19830719638366,2.0947464617888
17SGH00310,-1.61736400707955,-1.08907761877022
17SGH00314,4.55403100341706,29.7526045564956
17SGH00335,-35.1452061738033,8.63770074078199
17SGH00344,-6.13786766466726,17.4842754693255
17SGH00352,18.3511356316207,-2.1214359481011
17SGH00353,3.21069694369658,30.3173619088363
17SGH00357,-12.5134430885208,3.40067365457936
17SGH00377,13.0572987186699,16.8639908499815
17SGH00391,-2.33050055120236,1.14006629164034
17SGH00413,-17.0230449377897,0.236172254566581
17SGH00415,3.17362954952651,3.18861090842173
17SGH00488,-8.50271928659516,13.0423077716104
17SGH00490,-11.0723678363535,13.7541254063014
17SGH00518,16.6214544664401,18.593399209124
17SGH00528,-12.8489237566224,5.11145053373103
17SGH00544,-5.07181150269259,21.113692417625
17SGH00552,-32.6346839168635,6.65224901490943
17SGH00560,-22.2143827949423,16.2586822752346
17SGH00572,-2.10784793375142,33.7338404402618
17SGH00591,30.5445551677472,3.27982818453756
17SGH00599,22.9490342079278,17.4848242534389
17SGH00605,34.45141557273,5.4897085475958
17SGH00607,21.4799395630578,-0.894425273941637
17SGH00620,-11.6888021242454,14.0872544596046
17SGH00633,-0.17001071243634,3.98723356780728
17SGH00646,6.70967773870537,-8.03232726514437
17SGH00671,-0.108354396770565,-10.514375254985
17SGH00675,10.7801571366613,2.65629719869442
17SGH00676,-14.6809280862566,-11.6090018627674
17SGH00698,20.8133149065653,29.4165194013265
