"","Distance","Rsquare","Number"
"1",100,0.153887835665462,2550
"2",200,0.0721355360722134,99
"3",300,0.141504863909764,41
"4",400,0.0619343563323086,37
"5",500,0.158982179912797,32
"6",600,0.217299148027302,33
"7",700,0.145822502816485,26
"8",800,0.110636567622485,23
"9",900,0.157139026199733,18
"10",1000,0.0868640357219091,24
"11",1100,0.132222958713069,13
"12",1200,0.165379917813926,12
"13",1300,0.114873407407397,17
"14",1400,0.228786869299761,13
"15",1500,0.0376304756798253,5
"16",1600,0.231739886590916,16
"17",1700,0.201119592431099,13
"18",1800,0.20426845970423,7
"19",1900,0.172839616287329,16
"20",2000,0.216438693984254,19
"21",2100,0.0490646104348474,13
"22",2200,0.202313602503561,6
"23",2300,0.22829848816865,9
"24",2400,0.118120070817006,12
"25",2500,0.190849846332322,13
"26",2600,0.332480846513373,6
"27",2700,0.269886966800089,6
"28",2800,0.366244607386728,9
"29",2900,0.214293567930823,13
"30",3000,0.126949024099764,8
"31",3100,0.0294466911916523,3
"32",3200,0.0870417239313232,9
"33",3300,0.12248503838494,7
"34",3400,0.00132046298857354,2
"35",3500,0.241633490048531,8
"36",3600,0.0500623482639104,6
"37",3700,0.212270939421333,4
"38",3800,0.289832482683534,4
"39",3900,0.260872115878621,7
"40",4000,0.162007504569471,5
"41",4100,0.302928712007806,3
"42",4200,0.208307972748557,9
"43",4300,0.245929365794505,7
"44",4400,0.0284639745727511,4
"45",4500,0.2449510307919,8
"46",4600,0.138814661604749,10
"47",4700,0.162214175587742,6
"48",4800,0.159578235039332,6
"49",4900,0.149932129421957,12
"50",5000,0.257435454708589,4
"51",5100,0.0295998838791999,7
"52",5200,0.184712537250388,6
"53",5300,0.224982585247939,7
"54",5400,0.238264420967183,7
"55",5500,0.148428401823469,5
"56",5600,0.145475159145971,11
"57",5700,0.0885661834589207,6
"58",5800,0.0625593391137023,4
"59",5900,0.167337653942809,7
"60",6000,0.208439577579131,5
"61",6100,0.41810171059573,6
"62",6200,0.0421293547799097,6
"63",6300,0.207534939662045,5
"64",6400,0.35953863148602,6
"65",6500,0.468244691061869,2
"66",6600,0.0238169127652393,4
"67",6700,0.208028936206311,11
"68",6800,0.00928498482932484,9
"69",6900,0.128459159154086,5
"70",7000,0.115644077743196,6
"71",7100,0.115951081812784,5
"72",7200,0.0665119781987197,4
"73",7300,0.414159479947128,5
"74",7400,0.0840144520148178,3
"75",7500,0.0792363007360575,4
"76",7600,0.117245578072213,8
"77",7700,0.0479424398173371,4
"78",7800,0.0845795828231351,9
"79",7900,0.233688441857046,6
"80",8000,0.0506808502469497,3
"81",8100,0.296401988463403,9
"82",8200,0.0668120694617928,8
"83",8300,0.173847193019121,6
"84",8400,0.237950250384114,8
"85",8500,0.159970217597267,7
"86",8600,0.109942198386288,11
"87",8700,0.0339081097884897,3
"88",8800,NA,0
"89",8900,0.00841801380163975,5
"90",9000,0.216926524742909,5
"91",9100,0.249736535642506,4
"92",9200,0.414539495489863,3
"93",9300,0.4586059856842,6
"94",9400,0.0646588048471359,2
"95",9500,0.216337548218526,6
"96",9600,0.0307250247038253,2
"97",9700,0.110706173547514,7
"98",9800,0.0173625970428317,3
"99",9900,0.223860972181421,4
