taxa,PC1,PC2
20SGH000018,10.3827383295441,-5.85188361430424
20SGH000020,11.4104040505623,3.85096085991607
20SGH000023,-13.4929873391258,8.68368075588623
20SGH000029,-2.86601740759966,-13.7149792460837
20SGH000099,-6.46658279479718,-24.8235440691737
20SGH000105,-0.392227733627473,-8.42897804312475
20SGH000112,-18.9914897604061,-5.16761423805249
20SGH000119,-7.56536532795765,-13.4801283796146
20SGH000130,-11.3762944124947,14.5482374293555
20SGH000146,17.4313707325138,-9.77693380499762
20SGH000150,12.6875180805374,-7.28027985812606
20SGH000166,2.13902374160591,-1.17357906943022
20SGH000179,14.9869821048323,-17.7230235908366
20SGH000181,22.5075895005195,12.8662164811268
20SGH000190,13.4962902633183,-23.6943954972199
20SGH000219,9.74500801686411,19.6214334996716
20SGH000226,-12.0000574827418,2.62249160408002
20SGH000228,13.5376524702304,20.4548039846028
20SGH000245,-0.161203887909688,-14.6483854245763
20SGH000262,3.88535414851543,-9.91477774616185
20SGH000275,16.5820700518603,6.6593322494205
20SGH000277,-13.1418876402441,-7.87921684676671
20SGH000294,-14.1005478965827,-4.81627412227712
20SGH000302,-18.8394461251333,5.93681859913165
20SGH000307,-18.0399542516702,-7.02907011832031
20SGH000309,9.58872988618887,1.32974919807405
20SGH000321,13.3152547919727,11.5063374634576
20SGH000344,-3.49954531464027,7.60912624285495
20SGH000358,-11.3431327759616,-4.6776662285369
20SGH000371,-11.6768963645981,13.7996539080056
20SGH000380,2.73767075448857,14.5068964970806
20SGH000405,7.05615433596427,-30.1080585366767
20SGH000409,8.35724185972598,-18.0513800854991
20SGH000429,-1.4148535273613,-19.340128434949
20SGH000434,3.09143335611051,-20.0802305333598
20SGH000445,17.0349179022294,24.7667307266113
20SGH000448,19.5305716655995,-0.330270635711627
20SGH000454,14.8486608003616,24.8637471210238
20SGH000480,14.7957641139315,10.5473684676254
20SGH000493,-6.39717708771285,-11.1636806931779
20SGH000502,-24.0584749147231,2.92555993568554
20SGH000511,1.68906603676848,-2.50419440113253
20SGH000530,11.096017842692,20.1569227236808
20SGH000545,9.22162926346089,18.1463143968686
20SGH000546,17.5284934988346,9.2605295103384
20SGH000561,-29.7644300004922,-3.12453893548431
20SGH000574,-16.394054249262,-3.38817597116931
20SGH000578,-15.0048510880626,-0.553206091163201
20SGH000585,-0.605649707334059,-2.30787033137086
20SGH000591,-11.5531991473735,-13.7171501311071
20SGH000619,-9.7186509133477,3.65483145955269
20SGH000626,-1.75216105630167,0.567456011453307
20SGH000634,-7.026410723963,0.768992103389348
20SGH000654,0.945923737872463,8.04888668464407
